4,15,1
16,18,1
20,80,1
31,66,1
39,64,1
6,48,1
17,54,1
24,49,1
26,70,1
29,67,1
38,55,1
88,94,1
14,62,1
68,79,1
0,34,1
9,95,1
21,27,1
22,59,1
30,37,1
40,45,1
65,72,1
3,74,1
47,56,1
58,61,1
19,28,1
23,52,1
35,69,1
53,98,1
25,57,1
60,87,1
12,46,1
82,85,1
89,99,1
1,63,1
8,96,1
33,41,1
51,83,1
7,77,1
42,81,1
84,90,1
10,73,1
11,86,1
13,92,1
36,91,1
43,78,1
93,97,1
2,75,1
5,50,1
44,71,1
